left_side,right_side,similarity
Epsilon Industries,Epsilon Industries Inc.,0.9736777646092796
"Epiq Systems, Inc.",epiq systems ltd ,0.9167951383101139
EPAM Systems (Canada),epam systems,0.9045789730025157
EPAM Systems (Canada),EPAM Systems,0.9045789730025157
EPAM Systems,EPAM Systems (Canada),0.9045789730025157
Envo Drive Systems Inc.,Envo Drive Systems,0.9730689709984047
Envo Drive Systems Inc,Envo Drive Systems,0.9730689709984047
Envo Drive Systems,Envo Drive Systems Inc,0.9730689709984047
Envo Drive Systems,Envo Drive Systems Inc.,0.9730689709984047
EnvAI Solutions Inc,EnvAI Solutions,0.9637031832623102
EnvAI Solutions,EnvAI Solutions Inc,0.9637031832623102
"Entegris, Inc.",Entegris,0.9401707274501212
Entegris,"Entegris, Inc.",0.9401707274501212
Enginuity Consulting Ltd.,Enginuity Consulting,0.9336763175925401
Enginuity Consulting,Enginuity Consulting Ltd.,0.9336763175925401
"Energy Toolbase Software, Inc.",Energy Toolbase Software,0.9741619275487977
Energy Toolbase Software Inc.,Energy Toolbase Software,0.9741619275487977
Energy Toolbase Software,Energy Toolbase Software Inc.,0.9741619275487977
Energy Toolbase Software,"Energy Toolbase Software, Inc.",0.9741619275487977
ENERCARE,enercare inc ,0.9173374433443169
Endeavor Technologies Corp,Endeavor Technologies,0.9339963649153562
Endeavor Technologies,Endeavor Technologies Corp,0.9339963649153562
Emme innovations Inc.,Emme Innovations,0.9643741199171665
Emme Innovations,Emme innovations Inc.,0.9643741199171665
EM-Dynamics,EM Dynamics Inc,0.9671610628414545
EM Dynamics Inc,EM-Dynamics,0.9671610628414545
Elmers Manufacturing,Elmer's Manufacturing Ltd,0.9477479252857516
Elmer's Manufacturing Ltd,Elmers Manufacturing,0.9477479252857516
Elite Residential Concierge Services Inc.,Elite Residential Concierge Services,0.9815014444986745
Elite Residential Concierge Services,Elite Residential Concierge Services Inc.,0.9815014444986745
"Electrical Automation Services, Inc",Electrical Automation Services,0.9752441814014343
Electrical Automation Services,"Electrical Automation Services, Inc",0.9752441814014343
Electric Playground Inc.,Electric Playground,0.962741348547048
Electric Playground,Electric Playground Inc.,0.962741348547048
Elastify Inc.,Elastify,0.9378583659188964
Elastify,Elastify Inc.,0.9378583659188964
Edison Energy | Altenex Energy,Edison Energy | Alfa Energy | Altenex Energy,0.9237520563683965
Edison Energy | Alfa Energy | Altenex Energy,Edison Energy | Altenex Energy,0.9237520563683965
eCycle Solutions Inc.,ecycle solutions,0.9663607110650511
Ecoation Inc,Ecoation,0.924469951983703
Ecoation,Ecoation Inc,0.924469951983703
eCAMION Inc.,eCAMION,0.9376463712870131
eCAMION,eCAMION Inc.,0.9376463712870131
eBay Inc.,ebay,0.9167263159190764
Easyfinancial Services Inc,easyfinancial Services,0.975844101345069
easyfinancial Services,Easyfinancial Services Inc,0.975844101345069
Easton's Group of Hotels Inc.,Easton's Group of Hotels,0.9744865538299355
Easton's Group of Hotels,Easton's Group of Hotels Inc.,0.9744865538299355
Dynamic Capital Equipment Finance Inc.,Dynamic Capital Equipment Finance,0.9789832358293911
Dynamic Capital Equipment Finance,Dynamic Capital Equipment Finance Inc.,0.9789832358293911
Dynacom Technologies,Dynacom Technologie,0.9494042952695866
Dynacom Technologie,Dynacom Technologies,0.9494042952695866
Durabuilt Windows and Doors Inc,Durabuilt Windows and Doors,0.984284383993602
Durabuilt Windows and Doors,Durabuilt Windows and Doors Inc,0.984284383993602
DRVN Intelligence,drvn intelligence inc ,0.9691838566553803
Driven Brands,driven brands inc ,0.9605593411656712
Drayden Insurance Ltd.,Drayden Insurance,0.9438799327354307
Drayden Insurance,Drayden Insurance Ltd.,0.9438799327354307
Drake International Inc,drake international,0.9543342991590064
Doxa Developments,Doxa Development,0.951528206131757
Doxa Development,Doxa Developments,0.951528206131757
Dorward Engineering Services Ltd.,Dorward Engineering Services,0.9611825322971174
Dorward Engineering Services,Dorward Engineering Services Ltd.,0.9611825322971174
Doctors Without Borders Canada,Doctors Without Borders,0.9483751817163568
Doctors Without Borders,Doctors Without Borders Canada,0.9483751817163568
"Diversey, Inc.",diversey,0.9187257964107238
District of Nipissing Social Services...,The District of Nipissing Social Services...,0.9607395761578787
Digital Shift,Shift Digital,0.9289300067591387
dicentra Inc.,dicentra,0.9214035264020621
dicentra,dicentra Inc.,0.9214035264020621
DiaSorin Inc,DiaSorin,0.9326096257156978
DiaSorin,DiaSorin Inc,0.9326096257156978
DIAMOND ESTATES WINES & SPIRITS,diamond estates wines and spirit inc,0.9324218575031744
Diamond Estates Wines & Spirits,diamond estates wines and spirit inc,0.9324218575031744
Dialpad Inc.,Dialpad,0.9324715631812956
Dialpad,Dialpad Inc.,0.9324715631812956
Diabsolut Inc.,Diabsolut,0.940589640327521
Diabsolut,Diabsolut Inc.,0.940589640327521
designstripe software inc,DesignStripe Software,0.9667330658868425
DesignStripe Software,designstripe software inc,0.9667330658868425
Designer Depot-Vaughan Mills,Designer Depot-Vaughan Milla,0.9347983094753597
Designer Depot-Vaughan Milla,Designer Depot-Vaughan Mills,0.9347983094753597
Department of Justice Canada,canada department of justice,0.9626918809234899
Dental Office in Stouffville,Stouffville Dental Office,0.9296429355922521
Delbridge Solutions Inc.,delbridge solutions,0.969828079466723
De Havilland Aircraft of Canada Limited,De Havilland Aircraft of Canada,0.9170141563636316
De Havilland Aircraft of Canada,De Havilland Aircraft of Canada Limited,0.9170141563636316
DBNC Group Inc.,DBNC Group,0.941801135959295
DBNC Group,DBNC Group Inc.,0.941801135959295
Day Communications for Day Communications (Hosted...,Day Communications,0.9075221588369238
Day Communications,Day Communications for Day Communications (Hosted...,0.9075221588369238
Day & Ross Inc.,Day & Ross,0.956295613928787
Day & Ross,Day & Ross Inc.,0.956295613928787
Dawn Staffing Solutions Inc.,Dawn Staffing Solutions,0.9733139783303746
Dawn Staffing Solutions,Dawn Staffing Solutions Inc.,0.9733139783303746
DataRealm Inc.,DataRealm,0.9160224288610918
DataRealm,DataRealm Inc.,0.9160224288610918
DataPattern Inc,DataPattern,0.95215729773939
DataPattern,DataPattern Inc,0.95215729773939
Dapasoft Inc,dapasoft,0.9452243818198383
D-Wave Systems Inc.,D-Wave Systems,0.9683836548735199
D-Wave Systems,D-Wave Systems Inc.,0.9683836548735199
Cummins Inc.,Cummins,0.9478068090469938
Cummins,cummins inc ,0.9478068090469938
Cummins,Cummins Inc.,0.9478068090469938
Cubecom Project Management Inc.,Cubecom Project Management,0.9722967013549312
Cubecom Project Management,Cubecom Project Management Inc.,0.9722967013549312
CTMS Travel Group,CTMS Travel,0.9036357011502025
CTMS Travel,CTMS Travel Group,0.9036357011502025
CSR Cosmetic Solutions,csr cosmetic solutions inc ,0.9771470880379053
Crystal Claire Cosmetics Inc,Crystal Claire Cosmetics,0.9787976903993328
Crystal Claire Cosmetics,Crystal Claire Cosmetics Inc,0.9787976903993328
"CROSSMARK, Inc.",crossmark,0.9221663969744153
Crop Management Network Inc.,Crop Management Network,0.956467029399544
Crop Management Network,Crop Management Network Inc.,0.956467029399544
Cronos Group Inc.,Cronos Group,0.9310999688014433
Cronos Group,Cronos Group Inc.,0.9310999688014433
Crescendo Technology Ltd.,Crescendo Technology,0.9451454148781387
Crescendo Technology,Crescendo Technology Ltd.,0.9451454148781387
Creaform Inc,creaform,0.9119555979391503
Creaform Inc,Creaform,0.9119555979391503
Creaform,Creaform Inc,0.9119555979391503
CPK Interior Products Inc,CpK Interior Products,0.9767946680892486
CPK Interior Products Inc,CPK Interior Products I,0.9432381124542089
CPK Interior Products I,CpK Interior Products,0.9478406718554301
CPK Interior Products I,cpk interior products inc ,0.9432381124542089
CPK Interior Products I,CPK Interior Products Inc,0.9432381124542089
CpK Interior Products,cpk interior products inc ,0.9767946680892486
CpK Interior Products,CPK Interior Products Inc,0.9767946680892486
CpK Interior Products,CPK Interior Products I,0.9478406718554301
Cox Automotive,cox automotive inc ,0.9602503742011209
COUSINS PACKAGING INC.,cousins packaging,0.9550814575690257
cousins packaging,COUSINS PACKAGING INC.,0.9550814575690257
"Coupa Software, Inc.",Coupa Software,0.951748175691649
Coupa Software,"Coupa Software, Inc.",0.951748175691649
County of Essex,The County of Essex,0.931783388990695
Counter Intelligence Merchandising Inc.,counter intelligence merchandising,0.9758004701106553
CopperTree Analytics Inc.,CopperTree Analytics,0.9766766162311626
CopperTree Analytics,CopperTree Analytics Inc.,0.9766766162311626
Copperleaf Technologies Inc.,copperleaf technologies,0.9766538157595014
Convoy Supply Ltd.,Convoy Supply,0.9362889439537047
Convoy Supply,Convoy Supply Ltd.,0.9362889439537047
Contemporary Office Interiors Ltd.,Contemporary Office Interiors,0.9638365260992907
Contemporary Office Interiors Ltd,Contemporary Office Interiors,0.9638365260992907
Contemporary Office Interiors,Contemporary Office Interiors Ltd,0.9638365260992907
Contemporary Office Interiors,Contemporary Office Interiors Ltd.,0.9638365260992907
Consumer Genius Inc.,Consumer Genius,0.9670157693758655
Consumer Genius Inc,Consumer Genius,0.9670157693758655
Consumer Genius,Consumer Genius Inc,0.9670157693758655
Consumer Genius,Consumer Genius Inc.,0.9670157693758655
Constellation Software,constellation software inc ,0.958252352853486
CONGLOM INC,Conglom,0.9090419380861277
Conglom,CONGLOM INC,0.9090419380861277
Con-Tech General Contractors Ltd.,Con-Tech General Contractors,0.958798266072829
Con-Tech General Contractors,Con-Tech General Contractors Ltd.,0.958798266072829
Compest Solutions Inc.,Compest solutions,0.9578554318227496
Compest Solutions Inc,Compest solutions,0.9578554318227496
Compest solutions,Compest Solutions Inc,0.9578554318227496
Compest solutions,Compest Solutions Inc.,0.9578554318227496
CommuniCare Therapy Inc,CommuniCare Therapy,0.9493736221784264
CommuniCare Therapy,CommuniCare Therapy Inc,0.9493736221784264
Commissionaires,commissionaire,0.9401844602596533
Colourific Coatings Ltd.,Colourific Coatings,0.9531814386693057
Colourific Coatings,Colourific Coatings Ltd.,0.9531814386693057
Collins Aerospace Canada,Collins Aerospace,0.9149472892932947
Collins Aerospace,Collins Aerospace Canada,0.9149472892932947
COLLEGE OF FAMILY PHYSICIANS OF CANADA,The College of Family Physicians of Canada,0.9660068906817061
Collectivfide Insurance Group Inc.,Collectivfide Insurance Group,0.9698160920657826
Collectivfide Insurance Group,Collectivfide Insurance Group Inc.,0.9698160920657826
Cole International Inc.,Cole International,0.939065489354861
Cole International,Cole International Inc.,0.939065489354861
Cold Bore Technology Inc.,Cold Bore Technology,0.9544002703325181
Cold Bore Technology,Cold Bore Technology Inc.,0.9544002703325181
COHO Management and Services Society,coho management services society,0.9309788639826672
Coherent Path Inc,Coherent Path,0.9409176699379251
Coherent Path,Coherent Path Inc,0.9409176699379251
Cogeco,cogeco inc ,0.9084701601902718
"COFOMO, Inc",cofomo,0.9218804242429253
Cofomo Inc.,cofomo,0.9218804242429253
Code Ninjas Brampton West,Code Ninjas Brampton,0.9245217045544121
Code Ninjas Brampton,Code Ninjas Brampton West,0.9245217045544121
Cobblestone Medicine and Rehab Inc.,Cobblestone Medicine and Rehab,0.9622544582142584
Cobblestone Medicine and Rehab,Cobblestone Medicine and Rehab Inc.,0.9622544582142584
Coast2Coast First Aid & Aquatics Inc.,coast2coast first aid and aquatics,0.9901342628315697
Co-operators,THE CO-OPERATORS,0.903027952293511
Co-operators,The Co-operators,0.903027952293511
CLV Group Inc.,clv group,0.9338425255133844
Cloud SynApps Inc.,Cloud SynApps,0.9728294311622839
Cloud SynApps,Cloud SynApps Inc.,0.9728294311622839
Clearwater Seafoods Ltd,Clearwater Seafoods,0.959927729089962
Clearwater Seafoods,Clearwater Seafoods Ltd,0.959927729089962
ClearStream Energy Services Inc.,ClearStream Energy Services,0.9772208290055124
ClearStream Energy Services,ClearStream Energy Services Inc.,0.9772208290055124
Clearpoint Health Network Inc.,Clearpoint Health Network,0.9624237624014768
Clearpoint Health Network,Clearpoint Health Network Inc.,0.9624237624014768
Clearpath Robotics Inc.,Clearpath Robotics,0.9763920442597279
Clearpath Robotics,Clearpath Robotics Inc.,0.9763920442597279
Clearoute Inc,Clearoute,0.9325080734716396
Clearoute,Clearoute Inc,0.9325080734716396
Classic Fire + Life Safety Inc.,Classic Fire + Life Safety,0.9756319663909271
Classic Fire + Life Safety,Classic Fire + Life Safety Inc.,0.9756319663909271
Clarion Medical Technologies Inc.,Clarion Medical Technologies,0.9736556712599231
Clarion Medical Technologies,Clarion Medical Technologies Inc.,0.9736556712599231
ClaimSecure,claimsecure inc ,0.9603582930340611
CITY OF OWEN SOUND,The City of Owen Sound,0.9385039624905526
City of Maple Ridge,The City of Maple Ridge,0.9394580262952867
City of Belleville,the city of belleville,0.9385700786028273
Circle Cardiovascular Imaging Inc.,Circle Cardiovascular Imaging,0.9794108002274418
Circle Cardiovascular Imaging,Circle Cardiovascular Imaging Inc.,0.9794108002274418
Christie Innomed Inc,christie innomed,0.9534745786195842
Christie Innomed Inc,Christie Innomed,0.9534745786195842
Christie Innomed,Christie Innomed Inc,0.9534745786195842
Chorley + Bisset Ltd.,Chorley + Bisset,0.9542405784907498
Chorley + Bisset,Chorley + Bisset Ltd.,0.9542405784907498
Children's Aid Society of Toronto,The Children's Aid Society of Toronto,0.9618915911739472
Chic Resto Pop,Le Chic Resto Pop,0.9044400467729833
Checkfluid Inc.,Checkfluid,0.9590945935213309
Checkfluid,Checkfluid Inc.,0.9590945935213309
Change Champions Consulting Inc.,Change Champions Consulting,0.9722634552941739
Change Champions Consulting,Change Champions Consulting Inc.,0.9722634552941739
Champion Products,champion products corp,0.9198953450358429
Champion Express Ltd,Champion Express,0.9489414148107014
Champion Express,Champion Express Ltd,0.9489414148107014
"CHA Consulting, Inc.",CHA Consulting,0.9289297275099314
CHA Consulting,"CHA Consulting, Inc.",0.9289297275099314
"CF Industries, Inc.",CF Industries,0.9625196393797637
CF Industries,"CF Industries, Inc.",0.9625196393797637
CF Crozier & Associates,C.F. Crozier & Associates Inc.,0.9811934507446473
Century Group Inc.,century group,0.9224765108920331
Century Group Inc.,Century Group,0.9224765108920331
Century Group,Century Group Inc.,0.9224765108920331
Central Mississauga Dental Office,Mississauga Dental Office,0.9191775394715358
Central Alberta Co-op Ltd.,Central Alberta Co-op,0.9359998486133226
Central Alberta Co-op,central alberta co op ltd ,0.9359998486133226
Central Alberta Co-op,Central Alberta Co-op Ltd.,0.9359998486133226
Caterpillar,caterpillar inc ,0.9401463673660152
CARQUEST Canada Ltd.,CARQUEST Canada,0.9249418728848565
CARQUEST Canada,CARQUEST Canada Ltd.,0.9249418728848565
Carmacks Enterprises Ltd.,Carmacks Enterprises,0.95298362970979
Carmacks Enterprises,Carmacks Enterprises Ltd.,0.95298362970979
Cargojet Airways Ltd.,Cargojet Airways,0.9612063409540405
Cargojet Airways Ltd,Cargojet Airways,0.9612063409540405
Cargojet Airways,cargojet airways ltd ,0.9612063409540405
Cargojet Airways,Cargojet Airways Ltd,0.9612063409540405
Cargojet Airways,Cargojet Airways Ltd.,0.9612063409540405
Carefirst Seniors and Community Services...,carefirst seniors and community services association,0.9054481967618221
Carefirst Seniors and Community Services...,Carefirst Seniors & Community Services Association,0.9054481967618221
Carefirst Seniors & Community Services Association,Carefirst Seniors and Community Services...,0.9054481967618221
Carecor Health Services,carecor health services ltd ,0.9460188977112666
Carbon Engineering Ltd.,Carbon Engineering,0.9322462595960016
Carbon Engineering,Carbon Engineering Ltd.,0.9322462595960016
Capitol Steel Corportion,Capitol Steel Corporation,0.9141417735815764
Capitol Steel Corporation,Capitol Steel Corportion,0.9141417735815764
CANWEL BUILDING MATERIALS LTD,canwel building materials,0.9629028621832587
CanWel Building Materials Ltd,canwel building materials,0.9629028621832587
Canda Six Fortune Enterprise Co. Ltd.,Canda Six Fortune Enterprise,0.9290990448595455
Canda Six Fortune Enterprise,Canda Six Fortune Enterprise Co. Ltd.,0.9290990448595455
Canadian Viewpoint Inc,Canadian Viewpoint,0.9650240756839548
Canadian Viewpoint,Canadian Viewpoint Inc,0.9650240756839548
Canadian Surgery Solutions Ltd.,Canadian Surgery Solutions,0.9523691686857306
Canadian Surgery Solutions,Canadian Surgery Solutions Ltd.,0.9523691686857306
Canadian Solar,canadian solar inc ,0.9241096084047195
"Canadian Mental Health Association, York",Canadian Mental Health Association - York Region,0.9086588111692667
Canadian Mental Health Association - York Region,"Canadian Mental Health Association, York",0.9086588111692667
Canadian Medical Protective Association,the canadian medical protective association,0.9574616185032347
Canadian Linen and Uniform Service Corp,Canadian Linen & Uniform Service,0.9515196370432112
Canadian Linen and Uniform Service Corp,Canadian Linen and Uniform Service,0.9515196370432112
Canadian Linen and Uniform Service Corp,canadian linen and uniform service inc ,0.9295534366161129
Canadian Linen and Uniform Service,canadian linen and uniform service inc ,0.9769146115624505
Canadian Linen and Uniform Service,Canadian Linen and Uniform Service Corp,0.9515196370432112
Canadian Linen & Uniform Service,canadian linen and uniform service inc ,0.9769146115624505
Canadian Linen & Uniform Service,Canadian Linen and Uniform Service Corp,0.9515196370432112
Canadian Bearings Ltd.,canadian bearings,0.9331851073931601
Canada Post - Postes Canada,canada post / postes canada,0.9045355019680239
Canada Goose Inc.,canada goose,0.9411179300866738
Canada Goose Inc.,Canada Goose,0.9411179300866738
Canada Goose,Canada Goose Inc.,0.9411179300866738
Can Ridge Industries Ltd.,Can Ridge Industries,0.9432599870824427
Can Ridge Industries,Can Ridge Industries Ltd.,0.9432599870824427
CAMPBELL MORDEN INC.,Campbell Morden,0.9624072285622752
Campbell Morden Inc,Campbell Morden,0.9624072285622752
Campbell Morden,Campbell Morden Inc,0.9624072285622752
Campbell Morden,CAMPBELL MORDEN INC.,0.9624072285622752
Camp Systems International Inc.,CAMP Systems International,0.9632982197041501
CAMP Systems International,Camp Systems International Inc.,0.9632982197041501
Camis Inc,Camis,0.9082729124991223
Camis,Camis Inc,0.9082729124991223
Calibre Sales Inc.,calibre sales,0.9626245693991912
Calgary John Howard Society,The Calgary John Howard Society,0.9618723004791556
Cairo Development Ltd,Cairo Development,0.9357596323279621
CAIRO DEVELOPMENT LTD,Cairo Development,0.9357596323279621
Cairo Development,CAIRO DEVELOPMENT LTD,0.9357596323279621
Cairo Development,Cairo Development Ltd,0.9357596323279621
Caesarstone,caesarstone canada,0.9132127621065534
Cabela's Inc.,Cabela's,0.9440908813410807
Cabela's and Bass Pro Shops Canada,Bass Pro Shops & Cabela’s,0.9115928259805307
Cabela's,Cabela's Inc.,0.9440908813410807
CABCO Communications Group,Cabco Communications,0.9106862403502949
Cabco Communications,CABCO Communications Group,0.9106862403502949
C.F. Crozier & Associates Inc.,CF Crozier & Associates,0.9811934507446473
BWX Technologies,bwx technologies inc ,0.9704026008984156
Butterfly Paediatric Therapy Inc,Butterfly Paediatric Therapy,0.9781625373126187
Butterfly Paediatric Therapy,Butterfly Paediatric Therapy Inc,0.9781625373126187
Business Intelli Solutions Inc,Business Intelli Solutions,0.974572047398275
Business Intelli Solutions,Business Intelli Solutions Inc,0.974572047398275
BURNCO ROCK PRODUCTS Ltd,BURNCO Rock Products,0.9599152752177286
BURNCO Rock Products,burnco rock products ltd,0.9599152752177286
BURNCO Rock Products,BURNCO ROCK PRODUCTS Ltd,0.9599152752177286
Burlington Hydro,burlington hydro inc ,0.956782604953092
Bunzl Canada Inc,bunzl canada,0.9551789932514912
Bunzl Canada Inc,BUNZL Canada,0.9551789932514912
Bunzl Canada Inc,Bunzl Canada,0.9551789932514912
Bunzl Canada,Bunzl Canada Inc,0.9551789932514912
BUNZL Canada,Bunzl Canada Inc,0.9551789932514912
BUDGE STUDIOS INC.,Budge Studios,0.9673650911191354
Budge Studios,BUDGE STUDIOS INC.,0.9673650911191354
Brymark Installations Group,Brymark Installations,0.9248502343098852
Brymark Installations,Brymark Installations Group,0.9248502343098852
British Columbia Conservation Foundation,The British Columbia Conservation Foundation,0.9630854628724788
Bristol Car and Truck Rentals,bristol car and truck rental,0.9540283444560144
BrightPath Kids Canada,BrightPath Kids,0.9308995520638293
BrightPath Kids,BrightPath Kids Canada,0.9308995520638293
Breaker Techology / Astec Industries,Breaker Technology / ASTEC Industries,0.9352733308485722
Breaker Technology / ASTEC Industries,Breaker Techology / Astec Industries,0.9352733308485722
BRAMPTON PRECISION PARTS INC,brampton precision parts,0.9794830423533599
brampton precision parts,BRAMPTON PRECISION PARTS INC,0.9794830423533599
Bradford Progress Child Care Centres,Bradford Progress Child Care Centre Inc,0.9573608652191876
Bradford Progress Child Care Centre Inc,Bradford Progress Child Care Centres,0.9573608652191876
Boutique La Vie En Rose,boutique la vie en rose inc,0.9765936967670481
Bourgault Industries Ltd,Bourgault Industries,0.9569982927636707
Bourgault Industries,Bourgault Industries Ltd,0.9569982927636707
"Boston Pizza International, Inc.",Boston Pizza International,0.9700926135804598
Boston Pizza International,boston pizza international inc,0.9700926135804598
Boston Pizza International,"Boston Pizza International, Inc.",0.9700926135804598
Book4time,book4time inc ,0.9628114725442727
BNP Paribas Group,BNP Paribas,0.9158296136373197
BNP Paribas Canada,BNP Paribas,0.9192479467586987
BNP Paribas,BNP Paribas Canada,0.9192479467586987
BNP Paribas,BNP Paribas Group,0.9158296136373197
Bluetrain Inc.,Bluetrain,0.9383255417109146
Bluetrain,Bluetrain Inc.,0.9383255417109146
Blueprint Software Systems Inc.,blueprint software systems,0.9790426042246447
Blazesoft LTD,Blazesoft,0.9260384708068483
Blazesoft,Blazesoft LTD,0.9260384708068483
BLANCHE MACDONALD CENTRE,Blanche Macdonald,0.9062599374645911
Blanche Macdonald,BLANCHE MACDONALD CENTRE,0.9062599374645911
Bixlers Inc,Bixlers,0.959593557281871
Bixlers,Bixlers Inc,0.959593557281871
Bison Transport,bison transport inc ,0.950668207146877
Biospective Inc.,Biospective,0.9446637934076499
Biospective,Biospective Inc.,0.9446637934076499
Bioinformatics Solutions Inc.,Bioinformatics Solutions,0.9760341735625008
Bioinformatics Solutions,Bioinformatics Solutions Inc.,0.9760341735625008
Big Brothers Big Sisters of Saskatoon & Area,Big Brothers Big Sisters of Saskatoon,0.9313200534612354
Big Brothers Big Sisters of Saskatoon,Big Brothers Big Sisters of Saskatoon & Area,0.9313200534612354
Bewave Technologies Inc,Bewave Technologies,0.969764104177535
Bewave Technologies,Bewave Technologies Inc,0.969764104177535
BEST ROYAL CONSULTING LTD.,BEST ROYAL CONSULTING,0.9386645494746927
BEST ROYAL CONSULTING,BEST ROYAL CONSULTING LTD.,0.9386645494746927
Berg Chilling Systems,berg chilling systems inc ,0.9722043085556292
Benmet Steel & Metal Inc.,Benmet Steel & Metal,0.9665252493645049
Benmet Steel & Metal Inc.,BENMET Metal and Steel Inc.,0.9198676048032562
Benmet Steel & Metal,Benmet Steel & Metal Inc.,0.9665252493645049
BENMET Metal and Steel Inc.,Benmet Steel & Metal Inc.,0.9198676048032562
Benefit Cosmetics Canada,benefit cosmetics,0.926879723941402
Beckard Associates Ltd.,Beckard Associates,0.9525169591984195
Beckard Associates,Beckard Associates Ltd.,0.9525169591984195
Bear Mountain Resort & Spa Ltd.,Bear Mountain Resort & Spa,0.9561685476812877
Bear Mountain Resort & Spa,Bear Mountain Resort & Spa Ltd.,0.9561685476812877
Beanfield Technologies Inc.,Beanfield Technologies,0.974386550713406
Beanfield Technologies,Beanfield Technologies Inc.,0.974386550713406
BCS Automation Ltd.,BCS Automation,0.9224187459466248
BCS Automation,BCS Automation Ltd.,0.9224187459466248
BCN Media Inc.,BCN MEDIA,0.9448657227232883
BCN MEDIA,BCN Media Inc.,0.9448657227232883
BBSPro Services Inc.,BBSpro Services,0.9712462827915814
BBSpro Services,BBSPro Services Inc.,0.9712462827915814
BBA inc.,BBA,0.9092357227303656
BBA,BBA inc.,0.9092357227303656
Baylis Medical Technologies Inc.,Baylis Medical Technologies,0.9766569697894983
Baylis Medical Technologies,Baylis Medical Technologies Inc.,0.9766569697894983
Bass Pro Shops & Cabela’s,Cabela's and Bass Pro Shops Canada,0.9115928259805307
Barry Callebaut,barry callebaut group,0.9214012947326167
Ballard Power Systems Inc.,Ballard Power Systems,0.9730552986715986
Ballard Power Systems,Ballard Power Systems Inc.,0.9730552986715986
Badger Daylighting Corp.,Badger Daylighting,0.9327266782173715
Badger Daylighting Corp.,badger daylighting inc,0.9027341621617231
Badger Daylighting,badger daylighting inc,0.9678442605362481
Badger Daylighting,Badger Daylighting Corp.,0.9327266782173715
BAASS Business Solutions Inc.,BAASS Business Solutions,0.9770623666236316
BAASS Business Solutions,BAASS Business Solutions Inc.,0.9770623666236316
B3 Systems Inc.,B3 Systems,0.963240316901416
B3 Systems,B3 Systems Inc.,0.963240316901416
B. Braun Medical Inc.,B Braun Medical,0.9622196084216741
B Braun Medical,B. Braun Medical Inc.,0.9622196084216741
Aztec Engineering Inc.,Aztec Engineering,0.9615775146630382
Aztec Engineering,Aztec Engineering Inc.,0.9615775146630382
Axxess International Inc.,Axxess International,0.9637843990923297
Axxess International,Axxess International Inc.,0.9637843990923297
Axiom Mortgage Solutions Inc,Axiom Mortgage Solutions,0.9790298384124712
Axiom Mortgage Solutions,Axiom Mortgage Solutions Inc,0.9790298384124712
Avocette Technologies Inc,Avocette Technologies,0.9750378525795175
Avocette Technologies,Avocette Technologies Inc,0.9750378525795175
Avidbots Corp,Avidbots,0.9061081722982867
Avidbots,avidbots corp ,0.9061081722982867
Avidbots,Avidbots Corp,0.9061081722982867
Aversan,aversan inc ,0.9204237376757703
AV Terrace Bay Inc.,AV Terrace Bay,0.9572912085082322
AV Terrace Bay,AV Terrace Bay Inc.,0.9572912085082322
Auxly Cannabis Group Inc.,Auxly Cannabis Group,0.9661789917086303
Auxly Cannabis Group,Auxly Cannabis Group Inc.,0.9661789917086303
Auvik Networks,auvik networks inc ,0.9743061660810203
Auum Solutions Inc.,Auum solutions,0.9617930649564751
Auum solutions,Auum Solutions Inc.,0.9617930649564751
AutoCanada Inc.,autocanada,0.9326671732500154
Aurora Cannabis,aurora cannabis inc ,0.9714823897343169
August Group,The August Group,0.9192169733546618
Attabotics,attabotics inc ,0.96076625825749
Atlantic Packaging Products Ltd,Atlantic Packaging Products,0.965832605110908
Atlantic Packaging Products,atlantic packaging products ltd ,0.965832605110908
Atlantic Packaging Products,Atlantic Packaging Products Ltd,0.965832605110908
Assurance Home Care canada,assurance home care,0.9149264633983877
Association of Faculties of Medicine of Canada,The Association of Faculties of Medicine of Canada,0.9713700428641548
Assiniboine Credit Union Ltd,Assiniboine Credit Union,0.957802720448513
Assiniboine Credit Union,Assiniboine Credit Union Ltd,0.957802720448513
Assent Compliance,assent compliance inc,0.9527331376457524
ASK4CARE SUPPORT SERVICES INC.,Ask4Care Support Services,0.9801292762178921
Ask4Care Support Services,ask4care support services inc,0.9801292762178921
Ask4Care Support Services,ASK4CARE SUPPORT SERVICES INC.,0.9801292762178921
ASCO Construction Ltd,ASCO Construction,0.9210444445124704
ASCO Construction,ASCO Construction Ltd,0.9210444445124704
Asahi Refining Canada,asahi refining,0.9205216326024677
Arthur Grand Technologis,Arthur Grand Technologies,0.9108396815156234
Arthur Grand Technologies Inc,Arthur Grand Technologies,0.9749664651039958
Arthur Grand Technologies,Arthur Grand Technologies Inc,0.9749664651039958
Arthur Grand Technologies,Arthur Grand Technologis,0.9108396815156234
Armour Group Inc.,Armour Group,0.9355408033269189
Armour Group,Armour Group Inc.,0.9355408033269189
"Archway Marketing Services, Inc.",archway marketing services,0.9763203686890245
Archmill House Inc,archmill house,0.9582329126343629
Archmill House Inc,Archmill House,0.9582329126343629
Archmill House,Archmill House Inc,0.9582329126343629
Archive Hospitality Group,Archive Hospitality,0.9094463142409125
Archive Hospitality,Archive Hospitality Group,0.9094463142409125
Arbor Memorial,arbor memorial inc ,0.9587854292446073
Arap Technologies Inc.,Arap Technologies,0.9648134728692678
